,Name,Ranks,y1,y2,r1,r2
0,steven,3,2024,2025,268,271
0,george,3,2024,2025,123,126
0,michael,3,2024,2025,18,21
0,khalid,3,2024,2025,937,940
0,wade,3,2024,2025,341,344
0,elliott,3,2024,2025,163,160
0,mason,3,2024,2025,42,39
0,bo,3,2024,2025,452,449
0,joseph,3,2024,2025,32,29
0,santiago,3,2024,2025,29,26
0,alexander,3,2024,2025,27,30
0,otto,3,2024,2025,274,277
0,troy,3,2024,2025,530,533
0,jimmy,3,2024,2025,850,847
0,maximilian,3,2024,2025,587,590
0,charles,3,2024,2025,51,48
0,leon,3,2024,2025,141,138
0,jacob,3,2024,2025,40,43
0,gael,3,2024,2025,89,86
0,brooks,3,2024,2025,67,64
0,nehemiah,3,2024,2025,426,429
0,emilio,3,2024,2025,151,154
0,sam,3,2024,2025,650,647
0,victor,3,2024,2025,214,211
0,kamari,2,2024,2025,389,391
0,braxton,2,2024,2025,170,172
0,anthony,2,2024,2025,44,46
0,hunter,2,2024,2025,128,130
0,saul,2,2024,2025,559,557
0,kiaan,2,2024,2025,927,925
0,marcus,2,2024,2025,256,258
0,robert,2,2024,2025,90,92
0,johnny,2,2024,2025,456,458
0,enzo,2,2024,2025,74,72
0,jonah,2,2024,2025,126,128
0,john,2,2024,2025,21,23
0,krue,2,2024,2025,935,937
0,arlo,2,2024,2025,146,148
0,uriah,2,2024,2025,652,650
0,eliel,2,2024,2025,584,586
0,esteban,2,2024,2025,459,461
0,sebastian,2,2024,2025,14,16
0,jairo,2,2024,2025,933,935
0,jayce,2,2024,2025,169,167
0,emmett,2,2024,2025,119,121
0,dennis,2,2024,2025,709,707
0,emmanuel,2,2024,2025,181,179
0,franco,2,2024,2025,745,747
0,theo,2,2024,2025,80,82
0,adrian,2,2024,2025,72,74
0,hayes,2,2024,2025,160,162
0,augustine,2,2024,2025,547,545
0,augustus,2,2024,2025,409,407
0,dominic,1,2024,2025,107,106
0,nathan,1,2024,2025,62,63
0,samuel,1,2024,2025,17,18
0,adam,1,2024,2025,100,101
0,richard,1,2024,2025,233,234
0,legacy,1,2024,2025,958,957
0,ace,1,2024,2025,165,164
0,henry,1,2024,2025,6,5
0,lewis,1,2024,2025,432,433
0,ridge,1,2024,2025,529,530
0,jackson,1,2024,2025,35,36
0,luke,1,2024,2025,34,33
0,harry,1,2024,2025,776,775
0,william,1,2024,2025,10,9
0,river,1,2024,2025,112,111
0,giovanni,1,2024,2025,122,123
0,griffin,1,2024,2025,223,222
0,myles,1,2024,2025,99,100
0,mark,1,2024,2025,244,245
0,aaron,1,2024,2025,79,80
0,carter,1,2024,2025,46,45
0,ahmad,1,2024,2025,668,669
0,dorian,1,2024,2025,538,539
0,jude,1,2024,2025,156,155
0,mac,1,2024,2025,697,696
0,alonzo,1,2024,2025,512,511
0,james,1,2024,2025,5,6
0,isaiah,1,2024,2025,56,57
0,jesse,1,2024,2025,185,184
0,josiah,1,2024,2025,53,54
0,elijah,1,2024,2025,8,7
0,lorenzo,1,2024,2025,116,117
0,nolan,1,2024,2025,64,65
0,damian,1,2024,2025,110,109
0,axel,1,2024,2025,78,79
0,matthew,1,2024,2025,33,32
0,rome,1,2024,2025,451,452
0,lucas,1,2024,2025,9,10
0,mohammed,1,2024,2025,596,595
0,milo,1,2024,2025,120,119
0,elliot,1,2024,2025,150,151
0,mateo,1,2024,2025,7,8
0,grady,1,2024,2025,372,373
0,ryder,1,2024,2025,134,133
0,ryker,0,2024,2025,183,183
0,emory,0,2024,2025,883,883
0,noah,0,2024,2025,2,2
0,beckham,0,2024,2025,168,168
0,oliver,0,2024,2025,3,3
0,jace,0,2024,2025,114,114
0,joel,0,2024,2025,219,219
0,omar,0,2024,2025,260,260
0,judah,0,2024,2025,178,178
0,liam,0,2024,2025,1,1
0,leonidas,0,2024,2025,510,510
0,paul,0,2024,2025,262,262
0,theodore,0,2024,2025,4,4
0,bruce,0,2024,2025,536,536
0,jack,0,2024,2025,15,15
0,carson,0,2024,2025,124,124
0,levi,0,2024,2025,12,12
0,benjamin,0,2024,2025,11,11
0,wyatt,0,2024,2025,38,38
