,Name,Ranks,y1,y2,r1,r2
0,persephone,1,2024,2025,736,735
0,quinn,1,2024,2025,96,97
0,gracelyn,1,2024,2025,467,466
0,chandler,1,2024,2025,896,895
0,layla,1,2024,2025,37,36
0,willa,1,2024,2025,423,422
0,amelia,1,2024,2025,3,4
0,ella,1,2024,2025,30,29
0,delilah,1,2024,2025,50,51
0,oakley,1,2024,2025,157,156
0,daisy,1,2024,2025,76,75
0,maeve,1,2024,2025,75,76
0,aurora,1,2024,2025,16,15
0,brielle,1,2024,2025,144,143
0,kehlani,1,2024,2025,150,149
0,remi,0,2024,2025,145,145
0,isabella,0,2024,2025,7,7
0,aria,0,2024,2025,26,26
0,presley,0,2024,2025,225,225
0,rose,0,2024,2025,114,114
0,evelyn,0,2024,2025,8,8
0,mara,0,2024,2025,589,589
0,aitana,0,2024,2025,211,211
0,elizabeth,0,2024,2025,17,17
0,yareli,0,2024,2025,794,794
0,olivia,0,2024,2025,1,1
0,mazie,0,2024,2025,966,966
0,valeria,0,2024,2025,162,162
0,lilah,0,2024,2025,179,179
